latitude,longitude,timestamp,uncertainty,Datetime,Lat_X,Lon_Y,In_Out,Percentage_of_Intersection
59.12386656492685,14.608546350866261,1610726806,2.142228540633905,2021-01-15 17:06:46,3163796.2308718907,824611.1476314251,IN,92.76916343927675
59.12389882592107,14.608538671181428,1610726806,2.0,2021-01-15 17:06:46,3163793.362065597,824609.9470370638,IN,97.73659344320794
59.12386690730223,14.608546167994628,1610726807,2.0,2021-01-15 17:06:47,3163796.201885124,824611.1292924103,IN,95.14713447135776
59.1238669073,14.608546167992154,1610726809,2.0,2021-01-15 17:06:49,3163796.201885367,824611.129292328,IN,95.1471301252721
59.12389641533432,14.608554570784616,1610726810,2.0,2021-01-15 17:06:50,3163793.3558558747,824610.8830147001,IN,100.0
59.12389881130483,14.6085386787632,1610726810,2.0,2021-01-15 17:06:50,3163793.363306303,824609.9478075363,IN,97.75309647497538
59.1238669073021,14.608546167994485,1610726810,2.0,2021-01-15 17:06:50,3163796.201885138,824611.1292924058,IN,95.14713422241809
59.12386671166255,14.608545358351655,1610727105,4.795852317561527,2021-01-15 17:11:45,3163796.2316051596,824611.0892941209,IN,56.72634565393751
59.12388286709728,14.60858502905091,1610727105,2.213720039693932,2021-01-15 17:11:45,3163794.168687205,824612.8909891698,IN,96.50608869587013
59.12386671166308,14.608545358351954,1610727106,4.795852317561527,2021-01-15 17:11:46,3163796.2316051065,824611.0892941247,IN,56.72634596723848
59.123866712575925,14.608545358894865,1610727107,4.27430787717761,2021-01-15 17:11:47,3163796.231512991,824611.0893021313,IN,62.858940237307884
59.12390365875346,14.608557144746356,1610727108,2.0,2021-01-15 17:11:48,3163792.6498742145,824610.8507936307,IN,100.0
59.12386671255146,14.608545358881743,1610727109,4.27430787717761,2021-01-15 17:11:49,3163796.2315154388,824611.0893019954,IN,62.858908939289606
59.12386671255143,14.608545358881722,1610727110,4.27430787717761,2021-01-15 17:11:50,3163796.2315154416,824611.0893019949,IN,62.85890890267147
59.12386713220586,14.608543690997262,1610727090,3.865609898380187,2021-01-15 17:11:30,3163796.2167644496,824610.9871024296,IN,67.02329677634879
59.123876709057896,14.608546966207273,1610727091,2.7639897578600623,2021-01-15 17:11:31,3163795.285195733,824610.9374371484,IN,93.78859500322378
59.12387143457883,14.60849203233896,1610727092,6.774321457021706,2021-01-15 17:11:32,3163796.5629154197,824608.031021008,OUT,30.68184500483061
59.12387946581888,14.608513296572829,1610727093,4.900149849914754,2021-01-15 17:11:33,3163795.5151849575,824609.0118894266,OUT,47.95583798294078
59.123858188394536,14.608522799952155,1610727093,2.7869084125686827,2021-01-15 17:11:33,3163797.3434012686,824610.048806963,IN,50.85507073767145
59.123858188394536,14.608522799952155,1610727094,2.7869084125686827,2021-01-15 17:11:34,3163797.3434012686,824610.048806963,IN,50.85507073767145
59.12388301346297,14.608581001949025,1610727095,2.4218025302877804,2021-01-15 17:11:35,3163794.213129084,824612.6650950597,IN,96.56622921537347
59.12387961406231,14.608513272654106,1610727095,3.025978242807802,2021-01-15 17:11:35,3163795.5018387754,824609.0070004066,IN,59.58554812851814
59.12390147623579,14.608555159422398,1610727096,2.0,2021-01-15 17:11:36,3163792.880004962,824610.79370079,IN,100.0
59.123901457217954,14.608555154294187,1610727098,2.0,2021-01-15 17:11:38,3163792.881835085,824610.7938753836,IN,100.0
59.123877200889424,14.608543456215507,1610727111,3.1979088247855163,2021-01-15 17:11:51,3163795.290291036,824610.7317816138,IN,87.08020285651176
59.12386671255143,14.608545358881724,1610727112,4.27430787717761,2021-01-15 17:11:52,3163796.231515441,824611.089301995,IN,62.858908907741
59.12390161946482,14.60855541099957,1610727114,2.0,2021-01-15 17:11:54,3163792.8631568816,824610.8041449572,IN,100.0
